博正物流,义乌到南昌,待写,待写,义乌,南下朱C区5幢5单元,,,15858998086,待写,待写,南昌,,,,,,cfig
博正物流,义乌到上饶,待写,待写,义乌,南下朱C区5幢5单元,,,15858998086,待写,待写,上饶,,,,,,cfig
博正物流,义乌到红旗岗,待写,待写,义乌,南下朱C区5幢5单元,,,15858998086,待写,待写,红旗岗,,,,,,cfig
鸿昌托运处,义乌到杭州,待写,待写,义乌,义乌市宗塘二区76幢1号,,,0579-85200129,待写,待写,杭州,,,,,,cfig
坤鑫物流,浙江义乌到湖南株洲,待写,待写,浙江义乌,义乌江东樊村1单元109幢1号,,,0579-85053026,待写,待写,湖南株洲,,,,,,cfig
坤鑫物流,浙江义乌到 醴陵 ,待写,待写,浙江义乌,义乌江东樊村1单元109幢1号,,,0579-85053026,待写,待写, 醴陵 ,,,,,,cfig
坤鑫物流,浙江义乌到攸县,待写,待写,浙江义乌,义乌江东樊村1单元109幢1号,,,0579-85053026,待写,待写,攸县,攸县工业园星都物流I区9号（吉鑫物流）,,15292207166,0731—4812736,,cfig
坤鑫物流,浙江义乌到茶陵,待写,待写,浙江义乌,义乌江东樊村1单元109幢1号,,,0579-85053026,待写,待写,茶陵,茶陵衡炎高速桥过去一百米，金源驾校斜对面,,,15367161188,,cfig
坤鑫物流,浙江义乌到安仁货运专线,待写,待写,浙江义乌,义乌江东樊村1单元109幢1号,,,0579-85053026,待写,待写,安仁货运专线,,,,,,cfig
坤鑫物流,永康到湖南株洲,待写,待写,永康,永康立交桥小花园村3弄7幢1号,,13967452865,0579—89276274,待写,待写,湖南株洲,,,,,,cfig
坤鑫物流,永康到 醴陵 ,待写,待写,永康,永康立交桥小花园村3弄7幢1号,,13967452865,0579—89276274,待写,待写, 醴陵 ,,,,,,cfig
坤鑫物流,永康到攸县,待写,待写,永康,永康立交桥小花园村3弄7幢1号,,13967452865,0579—89276274,待写,待写,攸县,攸县工业园星都物流I区9号（吉鑫物流）,,15292207166,0731—4812736,,cfig
坤鑫物流,永康到茶陵,待写,待写,永康,永康立交桥小花园村3弄7幢1号,,13967452865,0579—89276274,待写,待写,茶陵,茶陵衡炎高速桥过去一百米，金源驾校斜对面,,,15367161188,,cfig
坤鑫物流,永康到安仁货运专线,待写,待写,永康,永康立交桥小花园村3弄7幢1号,,13967452865,0579—89276274,待写,待写,安仁货运专线,,,,,,cfig
祥慧物流,义乌到上海,待写,待写,义乌,义乌龙回新村四区77幢,,,15655258180,待写,待写,上海,,,,,,cfig
鼎兴物流,义乌到杭州,待写,待写,义乌,永胜小区107幢6号,,,13385799673/18969365788,待写,待写,杭州,杭州汽车车站小商品市场边,,,0571-87605223/18069855223,,cfig
鼎兴物流,义乌到下沙,待写,待写,义乌,永胜小区107幢6号,,,13385799673/18969365788,待写,待写,下沙,下沙乔下线路158号,,,0571-86858281/81992996,,cfig
鼎兴物流,义乌到萧山,待写,待写,义乌,永胜小区107幢6号,,,13385799673/18969365788,待写,待写,萧山,,,,,,cfig
鼎兴物流,义乌到临平,待写,待写,义乌,永胜小区107幢6号,,,13385799673/18969365788,待写,待写,临平,,,,,,cfig
鼎兴物流,义乌到余杭,待写,待写,义乌,永胜小区107幢6号,,,13385799673/18969365788,待写,待写,余杭,,,,,,cfig
鹏腾物流,义乌到桐庐,待写,待写,义乌,义乌福田三区89栋7-1-2号,,,0579-85595660、13362977881,待写,待写,桐庐,,,,,,cfig
鹏腾物流,义乌到横村,待写,待写,义乌,义乌福田三区89栋7-1-2号,,,0579-85595660、13362977881,待写,待写,横村,方埠市心路311路（镇政府旁）,,,0571-64273700、18058124088,,cfig
振翔货运,义乌到湖州,待写,待写,义乌,江北下朱货运市场14幢363-364,,,0579-85250619,待写,待写,湖州,,,,,长兴、织里、南浔,cfig
中妙物流,义乌到无锡,待写,待写,义乌,义乌市北苑街道柳青三区26幢,,,13867924620,待写,待写,无锡,,,,,,cfig
中妙物流,义乌到苏州,待写,待写,义乌,义乌市北苑街道柳青三区26幢,,,13867924620,待写,待写,苏州,,,,,,cfig
中妙物流,义乌到常州,待写,待写,义乌,义乌市北苑街道柳青三区26幢,,,13867924620,待写,待写,常州,,,,,,cfig
中妙物流,义乌到宜兴,待写,待写,义乌,义乌市北苑街道柳青三区26幢,,,13867924620,待写,待写,宜兴,,,,,,cfig
中妙物流,义乌到常熟,待写,待写,义乌,义乌市北苑街道柳青三区26幢,,,13867924620,待写,待写,常熟,,,,,,cfig
中妙物流,义乌到武进,待写,待写,义乌,义乌市北苑街道柳青三区26幢,,,13867924620,待写,待写,武进,,,,,,cfig
中妙物流,义乌到江阴,待写,待写,义乌,义乌市北苑街道柳青三区26幢,,,13867924620,待写,待写,江阴,,,,,,cfig
中妙物流,义乌到张家港,待写,待写,义乌,义乌市北苑街道柳青三区26幢,,,13867924620,待写,待写,张家港,,,,,,cfig
中妙物流,义乌到靖江,待写,待写,义乌,义乌市北苑街道柳青三区26幢,,,13867924620,待写,待写,靖江,,,,,,cfig
永强快运,义乌到杭州,待写,待写,义乌,南下朱A区28幢2-3单元,,,15355323681,待写,待写,杭州,,,,,,cfig
永强快运,义乌到宁波,待写,待写,义乌,南下朱A区28幢2-3单元,,,15355323681,待写,待写,宁波,,,,,,cfig
永强快运,义乌到慈溪,待写,待写,义乌,南下朱A区28幢2-3单元,,,15355323681,待写,待写,慈溪,,,,,,cfig
永强快运,义乌到余姚,待写,待写,义乌,南下朱A区28幢2-3单元,,,15355323681,待写,待写,余姚,,,,,,cfig
永强快运,义乌到绍兴,待写,待写,义乌,南下朱A区28幢2-3单元,,,15355323681,待写,待写,绍兴,,,,,,cfig
永强快运,义乌到金华,待写,待写,义乌,南下朱A区28幢2-3单元,,,15355323681,待写,待写,金华,,,,,,cfig
永强快运,义乌到兰溪,待写,待写,义乌,南下朱A区28幢2-3单元,,,15355323681,待写,待写,兰溪,,,,,,cfig
永强快运,义乌到武义,待写,待写,义乌,南下朱A区28幢2-3单元,,,15355323681,待写,待写,武义,,,,,,cfig
四鼎物流,义乌到丽水,待写,待写,义乌,义乌市樊村39幢3单元,,,13867045124,待写,待写,丽水,莲都区塔下村93号,,,0578-2202109,,cfig
四鼎物流,义乌到缙云,待写,待写,义乌,义乌市樊村39幢3单元,,,13867045124,待写,待写,缙云,谢山村路口13号,,,0578-3133766,,cfig
四鼎物流,义乌到龙泉,待写,待写,义乌,义乌市樊村39幢3单元,,,13867045124,待写,待写,龙泉,龙泉大沙水泥厂里,,,13587153187,,cfig
四鼎物流,义乌到云,待写,待写,义乌,义乌市樊村39幢3单元,,,13867045124,待写,待写,云,云和县新华街巧云新村7幢1号振鹏厂附近,,,13375888071,,cfig
四鼎物流,义乌到庆元,待写,待写,义乌,义乌市樊村39幢3单元,,,13867045124,待写,待写,庆元,庆元县五都工业反岙桥头,,,0578-6113018,,cfig
四鼎物流,义乌到青田,待写,待写,义乌,义乌市樊村39幢3单元,,,13867045124,待写,待写,青田,圩仁村篮球场旁边,,,0578-6915300,,cfig
四鼎物流,义乌到景宁,待写,待写,义乌,义乌市樊村39幢3单元,,,13867045124,待写,待写,景宁,景宁县惠民路3号,,,18806784992,,cfig
四鼎物流,义乌到壶镇,待写,待写,义乌,义乌市樊村39幢3单元,,,13867045124,待写,待写,壶镇,贤母西路137号,,,0578-3157617,,cfig
一运货运,义乌到杭州,待写,待写,义乌,义乌市下王一区1幢1号,刘力,,13857155609,待写,待写,杭州,,,,,,cfig
一运货运,义乌到半山,待写,待写,义乌,义乌市下王一区1幢1号,刘力,,13857155609,待写,待写,半山,,,,,,cfig
一运货运,义乌到临平,待写,待写,义乌,义乌市下王一区1幢1号,刘力,,13857155609,待写,待写,临平,,,,,,cfig
一运货运,义乌到龙洞,待写,待写,义乌,义乌市下王一区1幢1号,刘力,,13857155609,待写,待写,龙洞,,,,,,cfig
一运货运,义乌到德清,待写,待写,义乌,义乌市下王一区1幢1号,刘力,,13857155609,待写,待写,德清,,,,,,cfig
恒信快运,义乌到绍兴,待写,待写,义乌,下王二区39幢5号（鸡毛换糖粗菜馆后面，江东路与商博路交叉口）,,,13777918161,待写,待写,绍兴,,,,,钱江、袍江、滨海,cfig
恒信快运,义乌到柯桥,待写,待写,义乌,下王二区39幢5号（鸡毛换糖粗菜馆后面，江东路与商博路交叉口）,,,13777918161,待写,待写,柯桥,,,,,钱江、袍江、滨海,cfig
兴发快运,义乌到仙居,待写,待写,义乌,南下朱A区28幢4单元,,,13506895809,待写,待写,仙居,仙居三桥,,,0576-87722654,,cfig
101特快专线,义乌到杭州,待写,待写,义乌,青口后张新村2幢1号（37省道和江东东路交叉口处）,,,13575963367,待写,待写,杭州,,,,,杭州全市（东站、九堡、六堡、五堡、下沙）,cfig
胜达托运部,义乌到仙居专线,待写,待写,义乌,永胜小区100栋3号,,,0579-85165216,待写,待写,仙居专线,,,,,,cfig
义乌上海进仓,义乌到上海,待写,待写,义乌,南下朱B区2栋3单元,,,15868956160,待写,待写,上海,,,,,,cfig
诚协货运代理,义乌到金溪,待写,待写,义乌,下王一区16栋3号,,,15957943933,待写,待写,金溪,,,,,,cfig
诚协货运代理,义乌到南城,待写,待写,义乌,下王一区16栋3号,,,15957943933,待写,待写,南城,,,,,,cfig
诚协货运代理,义乌到黎川,待写,待写,义乌,下王一区16栋3号,,,15957943933,待写,待写,黎川,,,,,,cfig
诚协货运代理,义乌到南丰,待写,待写,义乌,下王一区16栋3号,,,15957943933,待写,待写,南丰,,,,,,cfig
诚协货运代理,义乌到广昌,待写,待写,义乌,下王一区16栋3号,,,15957943933,待写,待写,广昌,,,,,,cfig
桥顺托运处,义乌到路桥,待写,待写,义乌,江东四小区99幢1号,,,0579-85366523,待写,待写,路桥,,,,,黄岩、椒江、温岭,cfig
远阳托运处,81044次五定班列远阳托运处《艮山门》汽车到乌鲁木齐,待写,待写,81044次五定班列远阳托运处《艮山门》汽车,义乌市江东货运市场二区26-27号（皇园桥以东500米）,,,13806799031,待写,待写,乌鲁木齐,,,,,,cfig
腾飞物流,义乌到上虞,待写,待写,义乌,宗塘一区31栋1号,,,0579-85751008/15355320008,待写,待写,上虞,,,,,,cfig
腾飞物流,义乌到余姚,待写,待写,义乌,宗塘一区31栋1号,,,0579-85751008/15355320008,待写,待写,余姚,余姚市九垒山桐泽路17号,,,0574-62676663/62635088,,cfig
腾飞物流,义乌到慈溪,待写,待写,义乌,宗塘一区31栋1号,,,0579-85751008/15355320008,待写,待写,慈溪,,,,,,cfig
腾宇货运,义乌到杭州,待写,待写,义乌,宗塘一区13幢3号,,,0579-95382996/13157923609,待写,待写,杭州,杭州萧山老鹰转盘（104国道往绍兴方向1500米）,,,0571-22951265/18657151995,诸暨、浦江、兰溪、金华、东阳、永康、武义,cfig
腾宇货运,义乌到萧山,待写,待写,义乌,宗塘一区13幢3号,,,0579-95382996/13157923609,待写,待写,萧山,,,,,诸暨、浦江、兰溪、金华、东阳、永康、武义,cfig
元德物流,义乌到桐庐,待写,待写,义乌,电话:0579-85563123: 13388451865,,13516715689,0579-85563123: 13388451865,待写,待写,桐庐,杭州市桐庐县分水镇怀恩路560-562号,,,13396538188/0571-64315689,,cfig
元德物流,义乌到分水,待写,待写,义乌,电话:0579-85563123: 13388451865,,13516715689,0579-85563123: 13388451865,待写,待写,分水,,,,,,cfig
元德物流,义乌到凤川,待写,待写,义乌,电话:0579-85563123: 13388451865,,13516715689,0579-85563123: 13388451865,待写,待写,凤川,春江西路 春江村 江头农居点1栋,,,13588171293,,cfig
元德物流,义乌到横村,待写,待写,义乌,电话:0579-85563123: 13388451865,,13516715689,0579-85563123: 13388451865,待写,待写,横村,横村工业区悦心路2号（第三人民医院旁）,,,18768464366,,cfig
元德物流,义乌到方埠,待写,待写,义乌,电话:0579-85563123: 13388451865,,13516715689,0579-85563123: 13388451865,待写,待写,方埠,,,,,,cfig
元德物流,义乌到分水,待写,待写,义乌,电话:0579-85563123: 13388451865,,13516715689,0579-85563123: 13388451865,待写,待写,分水,,,,,,cfig
华侨物流,义乌到昆明,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,昆明,,,,,,cfig
华侨物流,义乌到瑞丽,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,瑞丽,,,,,,cfig
华侨物流,义乌到蒙自,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,蒙自,,,,,,cfig
华侨物流,义乌到乐山,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,乐山,,,,,,cfig
华侨物流,义乌到贵阳,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,贵阳,,,,,,cfig
华侨物流,义乌到遵义,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,遵义,,,,,,cfig
华侨物流,义乌到铜仁,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,铜仁,,,,,,cfig
华侨物流,义乌到成都,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,成都,,,,,,cfig
华侨物流,义乌到宜宾,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,宜宾,,,,,,cfig
华侨物流,义乌到乌鲁木齐,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,乌鲁木齐,,,,,,cfig
华侨物流,义乌到哈密,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,哈密,,,,,,cfig
华侨物流,义乌到营口,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,营口,,,,,,cfig
华侨物流,义乌到喀什,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,喀什,,,,,,cfig
华侨物流,义乌到阿克苏,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,阿克苏,,,,,,cfig
华侨物流,义乌到霍尔果斯,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,霍尔果斯,,,,,,cfig
华侨物流,义乌到重庆,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,重庆,,,,,,cfig
华侨物流,义乌到万州,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,万州,,,,,,cfig
华侨物流,义乌到娄底,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,娄底,,,,,,cfig
华侨物流,义乌到平顶山,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,平顶山,,,,,,cfig
华侨物流,义乌到赣州,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,赣州,,,,,,cfig
华侨物流,义乌到惠州,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,惠州,,,,,,cfig
华侨物流,义乌到大同,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,大同,,,,,,cfig
华侨物流,义乌到凭祥,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,凭祥,,,,,,cfig
华侨物流,义乌到兰州,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,兰州,,,,,,cfig
华侨物流,义乌到榆林,待写,待写,义乌,义乌市青口北区10幢1单元1-2号,,,18057962122,待写,待写,榆林,,,,,,cfig
鹏顺物流,义乌到全国各地,待写,待写,义乌,义乌市宗塘一区46栋,,18757813189/18069972870,,待写,待写,全国各地,,,,,,cfig
中运物流福建线,义乌到福建专线,待写,待写,义乌,义乌江北下朱新村16幢3单元（北下朱货运市场对面）,,,0579-85680223/15988522137,待写,待写,福建专线,,,,,,cfig
萨达凯国际运输,义乌到乌鲁木齐,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,乌鲁木齐,,,,,,cfig
萨达凯国际运输,义乌到芬兰,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,芬兰,,,,,,cfig
萨达凯国际运输,义乌到瑞典,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,瑞典,,,,,,cfig
萨达凯国际运输,义乌到挪威,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,挪威,,,,,,cfig
萨达凯国际运输,义乌到冰岛,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,冰岛,,,,,,cfig
萨达凯国际运输,义乌到丹麦 ,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,丹麦 ,,,,,,cfig
萨达凯国际运输,义乌到法罗群岛（丹）,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,法罗群岛（丹）,,,,,,cfig
萨达凯国际运输,义乌到爱沙尼亚,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,爱沙尼亚,,,,,,cfig
萨达凯国际运输,义乌到拉脱维亚,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,拉脱维亚,,,,,,cfig
萨达凯国际运输,义乌到立陶宛,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,立陶宛,,,,,,cfig
萨达凯国际运输,义乌到白俄罗斯,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,白俄罗斯,,,,,,cfig
萨达凯国际运输,义乌到俄罗斯,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,俄罗斯,,,,,,cfig
萨达凯国际运输,义乌到乌克兰,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,乌克兰,,,,,,cfig
萨达凯国际运输,义乌到摩尔多瓦?,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,摩尔多瓦?,,,,,,cfig
萨达凯国际运输,义乌到波兰,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,波兰,,,,,,cfig
萨达凯国际运输,义乌到捷克,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,捷克,,,,,,cfig
萨达凯国际运输,义乌到斯洛伐克,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,斯洛伐克,,,,,,cfig
萨达凯国际运输,义乌到匈牙利,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,匈牙利,,,,,,cfig
萨达凯国际运输,义乌到德国,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,德国,,,,,,cfig
萨达凯国际运输,义乌到奥地利,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,奥地利,,,,,,cfig
萨达凯国际运输,义乌到瑞士,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,瑞士,,,,,,cfig
萨达凯国际运输,义乌到列支敦士登?,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,列支敦士登?,,,,,,cfig
萨达凯国际运输,义乌到英国,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,英国,,,,,,cfig
萨达凯国际运输,义乌到爱尔兰,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,爱尔兰,,,,,,cfig
萨达凯国际运输,义乌到荷兰,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,荷兰,,,,,,cfig
萨达凯国际运输,义乌到比利时,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,比利时,,,,,,cfig
萨达凯国际运输,义乌到卢森堡,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,卢森堡,,,,,,cfig
萨达凯国际运输,义乌到法国,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,法国,,,,,,cfig
萨达凯国际运输,义乌到摩纳哥?,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,摩纳哥?,,,,,,cfig
萨达凯国际运输,义乌到罗马尼亚,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,罗马尼亚,,,,,,cfig
萨达凯国际运输,义乌到保加利亚,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,保加利亚,,,,,,cfig
萨达凯国际运输,义乌到塞尔维亚,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,塞尔维亚,,,,,,cfig
萨达凯国际运输,义乌到马其顿,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,马其顿,,,,,,cfig
萨达凯国际运输,义乌到阿尔巴尼亚,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,阿尔巴尼亚,,,,,,cfig
萨达凯国际运输,义乌到希腊,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,希腊,,,,,,cfig
萨达凯国际运输,义乌到斯洛文尼亚,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,斯洛文尼亚,,,,,,cfig
萨达凯国际运输,义乌到克罗地亚,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,克罗地亚,,,,,,cfig
萨达凯国际运输,义乌到波斯尼亚,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,波斯尼亚,,,,,,cfig
萨达凯国际运输,义乌到墨塞哥维那?,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,墨塞哥维那?,,,,,,cfig
萨达凯国际运输,义乌到意大利,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,意大利,,,,,,cfig
萨达凯国际运输,义乌到梵蒂冈,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,梵蒂冈,,,,,,cfig
萨达凯国际运输,义乌到圣马力诺,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,圣马力诺,,,,,,cfig
萨达凯国际运输,义乌到马耳他,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,马耳他,,,,,,cfig
萨达凯国际运输,义乌到西班牙,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,西班牙,,,,,,cfig
萨达凯国际运输,义乌到葡萄牙,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,葡萄牙,,,,,,cfig
萨达凯国际运输,义乌到安道尔,待写,待写,义乌,福田3小区68幢7号,,,18006547501,待写,待写,安道尔,,,,,,cfig
汉宇托运处,义乌到沈阳,待写,待写,义乌,义乌市北下朱货运市场3幢213-214号,,,0579-85250166/15267356818,待写,待写,沈阳,沈阳市五爱客运站B4号库（小东门市场旁，大东文化馆对面）,,,024-24819993/13604012211,鞍山、辽阳、抚顺、本溪、朝阳、大连、葫芦岛、兴城、阜新、营口、锦州、丹东、盘锦、海城、西柳、东港、通辽,cfig
老夏物流,义乌到永康,待写,待写,义乌,义乌金村F区12幢3号,,,13605893357,待写,待写,永康,永康五金城、小花园、古山、世雅龙鸣路25号,,,13588603357,,cfig
铁龙物流,义乌到怀化,待写,待写,义乌,江北下朱97幢3号,,,13957931278,待写,待写,怀化,怀化河西汽配城后面兴龙湘黔物流,,,0745-2718828/18174573837,吉首、溆浦、靖州、秀山、会同、沅陵、凤凰,cfig
鹏达物流,义乌到弋阳,待写,待写,义乌,义乌市后村17幢,,,0579-85853071/18069972906,待写,待写,弋阳,弋阳县华亭寺卫生服务附近,,,17305895750,,cfig
鹏达物流,义乌到曹溪,待写,待写,义乌,义乌市后村17幢,,,0579-85853071/18069972906,待写,待写,曹溪,,,,,,cfig
鹏达物流,义乌到圭峰,待写,待写,义乌,义乌市后村17幢,,,0579-85853071/18069972906,待写,待写,圭峰,,,,,,cfig
鹏达物流,义乌到港口,待写,待写,义乌,义乌市后村17幢,,,0579-85853071/18069972906,待写,待写,港口,,,,,,cfig
钰顺物流,义乌到胶南,待写,待写,义乌,鑫联物流中心中幢南3-5号,,,18757623377,待写,待写,胶南,黄岛区（原胶南）大珠山中路疏港高速口路西,,,0532-83195333/15908921123,,cfig
钰顺物流,义乌到胶州,待写,待写,义乌,鑫联物流中心中幢南3-5号,,,18757623377,待写,待写,胶州,胶州传化物流港706-707号库,,,0532-67751167/15865597000,,cfig
钰顺物流,义乌到黄岛,待写,待写,义乌,鑫联物流中心中幢南3-5号,,,18757623377,待写,待写,黄岛,,,,,,cfig
钰顺物流,义乌到青岛,待写,待写,义乌,鑫联物流中心中幢南3-5号,,,18757623377,待写,待写,青岛,,,,,,cfig
钰顺物流,义乌到烟台,待写,待写,义乌,鑫联物流中心中幢南3-5号,,,18757623377,待写,待写,烟台,,,,,,cfig
钰顺物流,义乌到威海,待写,待写,义乌,鑫联物流中心中幢南3-5号,,,18757623377,待写,待写,威海,,,,,,cfig
淳沣物流,义乌到慈溪,待写,待写,义乌,义乌下王3区32幢2单元,,,15958487879,待写,待写,慈溪,逍林大道1055号,,,18067346512/0574-63508533,,cfig
淳沣物流,义乌到余姚,待写,待写,义乌,义乌下王3区32幢2单元,,,15958487879,待写,待写,余姚,新建北路与西北环路交叉口处（石浦大酒店斜对面）,,,13567829370/0574-62552288,,cfig
